68.02480071,0.000381345,,1.159852688,0.003605101
69.1846534,0.003986446,,1.693161158,0.002233632
70.87781455,0.006220078,,0.708591674,0.002563531
71.58640623,0.008783609,,0.443387773,0.002130214
72.029794,0.010913822,,1.284581397,0.004644875
73.3143754,0.015558697,,0,-0.00201436
73.3143754,0.013544337,,0.155392911,0.003387744
73.46976831,0.016932081,,0.996586536,0.002117849
74.46635484,0.01904993,,1.439974308,0.003087408
75.90632915,0.022137338,,2.591953755,0.002972849
78.49828291,0.025110187,,1.151979447,0.002654968
79.65026236,0.027765156,,3.167943478,0.002898566
82.81820583,0.030663721,,2.015964032,0.003020972
84.83416987,0.033684694,,3.167943478,0.002929086
88.00211334,0.03661378,,1.72796917,0.002380121
89.73008251,0.038993901,,3.974329091,0.002750968
93.7044116,0.041744868,,3.801532174,0.00313732
97.50594378,0.044882188,,0.863984585,0.001983596
98.36992836,0.046865784,,4.319922925,0.003142406
102.6898513,0.05000819,,1.72796917,0.002166476
104.4178205,0.052174667,,5.18390751,0.002653833
109.601728,0.0548285,,5.18390751,0.001371968
114.7856355,0.056200467,,5.18390751,0.001188844
119.969543,0.057389311,,5.18390751,0.001341447
125.1534505,0.058730758,,5.18390751,0.001890818
130.337358,0.060621576,,3.45593834,0.002280442
133.7932963,0.062902018,,3.45593834,0.002814553
137.2492347,0.065716571,,5.18390751,0.001371968
142.4331422,0.067088538,,5.18390751,-0.000367707
147.6170497,0.066720831,,5.18390751,-0.00048979
152.8009572,0.066231042,,5.18390751,-9.30216E-05
157.9848647,0.06613802,,5.18390751,0.000822597
163.1687722,0.066960617,,5.18390751,0.001951859
168.3526798,0.068912476,,5.18390751,0.001249885
173.5365873,0.070162361,,5.18390751,0.000456349
178.7204948,0.07061871,,5.18390751,-9.30216E-05
183.9044023,0.070525688,,5.18390751,-0.000276145
189.0883098,0.070249543,,5.18390751,0.000181664
194.2722173,0.070431207,,5.18390751,0.000822597
199.4561248,0.071253804,,5.18390751,0.001097282
204.6400323,0.072351086,,5.18390751,0.000395308
209.8239398,0.072746394,,5.18390751,-0.000306666
215.0078473,0.072439728,,5.18390751,-0.000672913
220.1917549,0.071766815,,5.18390751,-0.000306666
225.3756624,0.071460149,,5.18390751,0.000181664
230.5595699,0.071641813,,5.18390751,0.000761555
235.7434774,0.072403368,,5.18390751,0.000578432
240.9273849,0.0729818,,5.18390751,0.000425829
246.1112924,0.073407628,,5.18390751,5.95814E-05
251.2951999,0.07346721,,5.18390751,-1.4598E-06
256.4791074,0.07346575,,5.18390751,0.000151143
261.6630149,0.073616893,,5.18390751,0.000731035
266.8469224,0.074347928,,5.18390751,0.000456349
272.03083,0.074804277,,5.18390751,0.000120623
277.2147375,0.0749249,,5.18390751,-0.000367707
